Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Addison Barger,24,us US,L,R,5' 11",210,Nov 12 1999,1st,69,55,69,63,0,0,0,0,36,0,10,0,27,34,2,10,1,0.4,$740000,,bargead01
Chris Bassitt,35,us US,R,R,6' 5",217,Feb 22 1989,10,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$22000000,,bassich01
José Berríos,30,pr PR,R,R,6' 0",205,May 27 1994,9,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.2,$17714286,,berrijo01
Steward Berroa,25,do DO,B,R,5' 9",178,Jun 5 1999,1st,28,9,28,21,0,0,0,0,0,0,6,2,13,21,2,1,9,0.3,,,berrost01
Bo Bichette,26,us US,R,R,6' 0",190,Mar 5 1998,6,81,81,81,81,0,0,0,0,0,81,0,0,0,0,0,0,0,-0.3,$12083334,,bichebo01
Cavan Biggio,29,us US,L,R,6' 2",200,Apr 11 1995,6,44,34,44,38,0,0,5,25,4,0,0,0,10,10,4,3,6,0.5,$4210000,,biggica01
Ryan Burr,30,us US,R,R,6' 4",220,May 28 1994,5,34,4,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,burrry01
Génesis Cabrera,27,do DO,L,L,6' 2",180,Oct 10 1996,6,69,0,1,69,69,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$1512500,,cabrege01
Jonatan Clase,22,do DO,B,R,5' 10",150,May 23 2002,1st,7,6,7,6,0,0,0,0,0,0,0,6,0,6,0,0,1,0.2,,,clasejo01
Ernie Clement,28,us US,R,R,6' 0",170,Mar 22 1996,4,139,109,139,134,1,0,0,4,96,41,1,0,0,1,2,14,4,3.4,$757700,,clemeer01
José Cuas,30,do DO,R,R,6' 3",195,Jun 28 1994,3,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,cuasjo01
Brett de Geus,26,us US,R,R,6' 2",190,Nov 4 1997,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,degeubr01
Luis De Los Santos,26,do DO,R,R,6' 1",160,Jun 9 1998,1st,13,8,13,12,0,0,2,0,11,0,1,0,0,1,0,1,2,-0.1,,,deloslu03
Brandon Eisert,26,us US,L,L,6' 2",205,Jan 19 1998,1st,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,eiserbr01
Paolo Espino,37,pa PA,R,R,5' 10",212,Jan 10 1987,6,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,espinpa01
Bowden Francis,28,us US,R,R,6' 5",220,Apr 22 1996,3,27,13,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,1.6,$748000,,francbo01
Luis Frías,26,do DO,R,R,6' 3",245,May 23 1998,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,,friaslu01
Yimi García,33,do DO,R,R,6' 1",230,Aug 18 1990,10,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.7,$6000000,,garciyi01
Kevin Gausman,33,us US,L,R,6' 2",205,Jan 6 1991,12,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0.9,$22000000,,gausmke01
Chad Green,33,us US,L,R,6' 3",215,May 24 1991,9,53,0,1,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0.7,$10500000,,greench03
Vladimir Guerrero Jr.,25,ca CA,R,R,6' 2",245,Mar 16 1999,6,159,158,159,129,0,0,121,0,12,0,0,0,0,0,29,1,0,6.2,$19900000,All-Star,guerrvl02
Tyler Heineman,33,us US,B,R,5' 10",190,Jun 19 1991,5,6,4,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0.1,,,heinety01
Spencer Horwitz,26,us US,L,R,5' 10",190,Nov 14 1997,2,97,86,97,73,0,0,41,39,0,0,0,0,0,0,18,10,0,1.2,$741900,,horwisp01
Danny Jansen,29,us US,R,R,6' 2",215,Apr 15 1995,7,62,53,62,54,0,54,0,0,0,0,0,0,0,0,5,5,3,0.6,$5200000,,janseda01
Leo Jimenez,23,pa PA,R,R,5' 10",215,May 17 2001,1st,63,55,63,61,0,0,0,21,0,43,0,0,0,0,1,2,1,0.9,,,jimenle01
Kevin Kiermaier,34,us US,L,R,6' 1",210,Apr 22 1990,12,82,63,82,81,0,0,0,0,0,0,0,80,1,81,1,0,5,0.9,$10500000,,kiermke01
Yusei Kikuchi,33,jp JP,L,L,6' 0",210,Jun 17 1991,6,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$10000000,,kikucyu01
Isiah Kiner-Falefa,29,us US,R,R,5' 11",190,Mar 23 1995,7,83,74,83,81,2,0,0,40,39,15,0,1,0,1,0,3,2,3.2,$7500000,,kineris01
Alejandro Kirk,25,mx MX,R,R,5' 8",245,Nov 6 1998,5,103,94,103,93,0,93,0,0,0,0,0,0,0,0,6,7,0,2.0,$2800000,,kirkal01
Brendon Little,27,us US,L,L,6' 2",195,Aug 11 1996,2,49,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$740000,,littlbr02
Joey Loperfido,25,us US,L,R,6' 3",220,May 11 1999,1st,43,38,43,41,0,0,1,0,0,0,30,15,0,41,1,1,2,0.2,,,loperjo01
Easton Lucas,27,us US,L,L,6' 4",180,Sep 23 1996,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,lucasea01
Nathan Lukes,29,us US,L,R,5' 11",180,Jul 12 1994,2,22,19,22,21,0,0,0,0,0,0,12,3,8,21,1,2,1,1.2,$740000,,lukesna01
Alek Manoah,26,us US,R,R,6' 6",285,Jan 9 1998,4,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,$782500,,manoaal01
Orelvis Martinez,22,do DO,R,R,5' 11",200,Nov 19 2001,1st,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,martior01
Tim Mayza,32,us US,L,L,6' 3",215,Jan 15 1992,7,35,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,$3590000,,mayzati01
Tommy Nance,33,us US,R,R,6' 6",235,Mar 19 1991,3,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,nanceto01
Wes Parsons,31,us US,R,R,6' 5",206,Sep 6 1992,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,parsowe01
Nate Pearson,27,us US,R,R,6' 6",255,Aug 20 1996,4,41,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,$800000,,pearsna01
Zach Pop,27,ca CA,R,R,6' 4",220,Sep 20 1996,4,58,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,$765500,,popza01
Trevor Richards,31,us US,R,R,6' 2",205,May 15 1993,7,45,2,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,$2150000,,richatr01
Nick Robertson,25,us US,R,R,6' 6",235,Jul 16 1998,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,roberni01
Yariel Rodríguez,27,cu CU,R,R,6' 0",165,Mar 10 1997,1st,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$3600000,,rodriya01
Yerry Rodríguez,26,do DO,R,R,6' 2",198,Oct 15 1997,3,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,,rodriye01
Jordan Romano,31,ca CA,R,R,6' 5",210,Apr 21 1993,6,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$7750000,,romanjo03
Davis Schneider,25,us US,R,R,5' 9",190,Jan 26 1999,2,135,107,135,133,0,0,0,56,0,0,93,0,0,93,1,14,1,0.0,$744900,,schneda03
Brian Serven,29,us US,R,R,6' 0",207,May 5 1995,3,28,19,28,27,0,27,0,0,0,0,0,0,0,0,0,1,4,0.2,$751000,,servebr01
George Springer,34,us US,R,R,6' 3",220,Sep 19 1989,11,145,140,145,124,0,0,0,0,0,0,0,1,123,124,20,5,0,1.1,$24166667,,springe01
Erik Swanson,30,us US,R,R,6' 3",225,Sep 4 1993,6,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$2750000,,swanser01
Dillon Tate,30,us US,R,R,6' 2",190,May 1 1994,5,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,tatedi01
Justin Turner,39,us US,R,R,5' 11",208,Nov 23 1984,16,91,83,91,17,0,0,12,0,5,0,0,0,0,0,72,8,0,0.4,$13000000,,turneju01
Daulton Varsho,27,us US,L,R,5' 8",207,Jul 2 1996,5,136,123,136,136,0,0,0,0,0,0,67,94,1,136,1,5,3,5.0,$5650000,,varshda01
Daniel Vogelbach,31,us US,L,R,6' 0",270,Dec 17 1992,9,31,20,31,0,0,0,0,0,0,0,0,0,0,0,24,11,0,-0.4,$2000000,,vogelda01
Will Wagner,25,us US,L,R,5' 11",210,Jul 29 1998,1st,24,19,24,21,0,0,1,21,0,0,0,0,0,0,1,4,0,0.7,,,wagnewi01
Mitch White,29,us US,R,R,6' 3",210,Dec 28 1994,5,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,whitemi03
Ryan Yarbrough,32,us US,R,L,6' 5",215,Dec 31 1991,7,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,,yarbrry01